Pricing_index,Reward,Period_index,product_1_demand,product_2_demand,product_3_demand,resouce_1,resouce_2,constraint_0,constraint_1,constraint_2,use_price_index_1,use_price_index_2,use_price_index_3,use_infinite_price,alpha_k-1_n-1,alpha_k-1_n-2,alpha_k-1_n-3,alpha_k-2_n-1,alpha_k-2_n-2,alpha_k-2_n-3,alpha_k-3_n-1,alpha_k-3_n-2,alpha_k-3_n-3,beta_k-1_n-1,beta_k-1_n-2,beta_k-1_n-3,beta_k-2_n-1,beta_k-2_n-2,beta_k-2_n-3,beta_k-3_n-1,beta_k-3_n-2,beta_k-3_n-3,theta_k-1_n-1,theta_k-1_n-2,theta_k-1_n-3,theta_k-2_n-1,theta_k-2_n-2,theta_k-2_n-3,theta_k-3_n-1,theta_k-3_n-2,theta_k-3_n-3
1.0,15.0,282,1.0,0.0,1.0,8004.0,6799.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,63.0,25.0,117.0,1.0,1.0,1.0,1.0,1.0,1.0,64.0,102.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5309634209144881,0.25817737761129894,0.9258376020436265,0.7337044198319574,0.7264439110744976,0.2866699013433484,0.470338244620668,0.38044409035631516,0.6586777139261608
1.0,8.0,283,0.0,0.0,1.0,7990.0,6777.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,63.0,25.0,117.0,1.0,1.0,1.0,1.0,1.0,1.0,64.0,102.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.46895325679924305,0.1995332751133226,0.876229885215942,0.9053201982262599,0.6324899393414651,0.28884420937056193,0.02184232873909102,0.14018657751463132,0.19713278748071494
4.0,0.0,284,0.0,0.0,0.0,7983.0,6764.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,63.0,25.0,118.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,103.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5075091740610861,0.1881162584862619,0.9306648874705242,0.09373450176613586,0.15733766266037996,0.2877082524383284,0.143404895122694,0.17551585405119174,0.37112615401072224
4.0,0.0,285,0.0,0.0,0.0,7983.0,6764.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,63.0,25.0,118.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,103.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.46691225005650605,0.17873492039782518,0.881221393147058,0.008880225732837822,0.21362366469701471,0.16085009675763015,0.765910538213337,0.3607210080035087,0.33427551669072164
1.0,12.0,286,0.0,1.0,1.0,7983.0,6764.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,63.0,25.0,118.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,103.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5102734919162968,0.1738604748583128,0.9381635098956378,0.07355119582034443,0.11198437272994406,0.11609914233322417,0.0876890585497278,0.29023168871188204,0.014901411373272404
1.0,15.0,287,1.0,0.0,1.0,7970.0,6739.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,63.0,25.0,118.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,103.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5370275781815003,0.22354579280321923,0.8866743887900873,0.8001699961919858,0.18111415600958825,0.5774877293947054,0.2721603210899412,0.5909291110305374,0.3300275064963217
1.0,8.0,288,0.0,0.0,1.0,7956.0,6717.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,63.0,25.0,118.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,103.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4293426031958866,0.22792120715332254,0.9544152213228434,0.40281414142610267,0.21942644208324733,0.16651066213670043,0.2735102466892026,0.2314721863007497,0.5275093478215974
4.0,0.0,289,0.0,0.0,0.0,7949.0,6704.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,64.0,25.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,104.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5213274080480946,0.2653733707446001,0.9461572792472696,0.4043940946641987,0.04192440740107456,0.5237715605298761,0.6998030241644134,0.14491176935922087,0.7372725520697392
1.0,8.0,290,0.0,0.0,1.0,7949.0,6704.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,64.0,25.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,104.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.47702530842865937,0.1448536637588154,0.9230726840512135,0.702508745223408,0.4122636954958623,0.8427046529888925,0.15049168885283054,0.15586280530585367,0.6876974841131145
1.0,19.0,291,1.0,1.0,1.0,7942.0,6691.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,64.0,25.0,119.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,104.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4971748757525827,0.25602585499046504,0.9225339213729667,0.19390925801750672,0.10537108787765721,0.9600552199357213,0.23984828188040436,0.6723584802394729,0.6748366421393973
1.0,7.0,292,1.0,0.0,0.0,7922.0,6657.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,64.0,25.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,105.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4852065063683927,0.16082551555833882,0.9536922919521402,0.8591013030286649,0.34425827510920276,0.2381715268188692,0.4902233850651492,0.8463069016971708,0.3490168153919627
4.0,0.0,293,0.0,0.0,0.0,7915.0,6648.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,64.0,25.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,105.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4786282182409102,0.1614626658788917,0.9179555048598853,0.11320692137657598,0.0860313983062708,0.8993187020979385,0.31431186583114207,0.5393671808696622,0.482388241988709
4.0,0.0,294,0.0,0.0,0.0,7915.0,6648.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,64.0,25.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,105.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5370997473624621,0.23393526128946449,0.9124151660996673,0.1312612065227207,0.5142293293195981,0.5661719482490527,0.03971438385042092,0.16307167019625246,0.6123864118516784
1.0,15.0,295,1.0,0.0,1.0,7915.0,6648.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,64.0,26.0,121.0,1.0,1.0,1.0,1.0,1.0,1.0,67.0,105.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4780712142408912,0.23016725868812526,0.9073235383664598,0.7602604382991051,0.9182557066270362,0.5361109881687364,0.3602883214716654,0.509448512997407,0.5483568200384634
4.0,0.0,296,0.0,0.0,0.0,7901.0,6626.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,64.0,26.0,121.0,1.0,1.0,1.0,1.0,1.0,1.0,67.0,105.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.48698918411193604,0.19476750123005485,0.9467055259520155,0.7858145086291145,0.6842747469665187,0.24791630849814833,0.08763818274838116,0.8575754214657729,0.6454745392773618
4.0,0.0,297,0.0,0.0,0.0,7901.0,6626.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,65.0,26.0,122.0,1.0,1.0,1.0,1.0,1.0,1.0,67.0,106.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5178951683708615,0.191585421867986,0.9257364953854305,0.5762195681583941,0.8483834453794268,0.06884036035129924,0.4068353957951523,0.818301458811138,0.45154854458181026
4.0,0.0,298,0.0,0.0,0.0,7901.0,6626.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,65.0,26.0,122.0,1.0,1.0,1.0,1.0,1.0,1.0,67.0,106.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4728589221863202,0.16464121951791028,0.8730825383118176,0.6352882246759477,0.8933301834250699,0.6644804862433722,0.015561916295372296,0.01688789525893414,0.19519371189764062
1.0,7.0,299,1.0,0.0,0.0,7901.0,6626.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,65.0,26.0,122.0,1.0,1.0,1.0,1.0,1.0,1.0,67.0,106.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4826797887064947,0.11267319486949778,0.9352207018415679,0.29406774665316165,0.3994178680029286,0.7918341935642348,0.2550857784202865,0.6453464494465135,0.35995216020316356
4.0,0.0,300,0.0,0.0,0.0,7894.0,6617.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,65.0,26.0,122.0,1.0,1.0,1.0,1.0,1.0,1.0,67.0,106.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.48424361808882105,0.1914652088768505,0.9407672752335803,0.5977992381224443,0.8162383798069135,0.8440504198501998,0.747669214220282,0.7302214212049436,0.5939503433455943
1.0,8.0,301,0.0,0.0,1.0,7894.0,6617.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,66.0,27.0,123.0,1.0,1.0,1.0,1.0,1.0,1.0,67.0,106.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4210392591778041,0.2013970051700377,0.9405736785656048,0.7096187634894915,0.39543340036296576,0.41704922727689847,0.4433072106644714,0.1417840554270101,0.18274834359778555
1.0,19.0,302,1.0,1.0,1.0,7887.0,6604.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,66.0,27.0,124.0,1.0,1.0,1.0,1.0,1.0,1.0,68.0,107.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.558265677914286,0.20231302471680873,0.9184166902699723,0.09981698189352321,0.24998987194270794,0.3585081704451062,0.09167846690342249,0.5436734788721859,0.09732887198393164
4.0,0.0,303,0.0,0.0,0.0,7867.0,6570.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,67.0,27.0,125.0,1.0,1.0,1.0,1.0,1.0,1.0,68.0,108.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4906493263311001,0.2305345015161545,0.9533621011196541,0.9669895898782351,0.6781276233830996,0.7634992296478054,0.3426726423913372,0.11768888314504962,0.5082129771403378
4.0,0.0,304,0.0,0.0,0.0,7867.0,6570.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,67.0,27.0,126.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0,109.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.44523295514890593,0.14059721240785428,0.9429892519029931,0.8487362551090734,0.3211377990180974,0.5168725491359631,0.20795250579919544,0.06459657233130323,0.8036754054078117
4.0,0.0,305,0.0,0.0,0.0,7867.0,6570.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,68.0,27.0,127.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0,110.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.48258966996687136,0.1878695464945451,0.9144709969103049,0.23998365299411104,0.34583344596479715,0.048050620505450704,0.5218893634052867,0.2811115079037825,0.5088864047914928
1.0,8.0,306,0.0,0.0,1.0,7867.0,6570.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,68.0,27.0,127.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0,110.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5463772639719184,0.18209275041504552,0.9163185670744043,0.41368437811364295,0.06541340417239526,0.16858691125709013,0.4458095376068657,0.7513252865140505,0.3259105739767343
4.0,0.0,307,0.0,0.0,0.0,7860.0,6557.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,69.0,27.0,127.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0,111.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,0.469997518340003,0.14660953576857708,0.9106526479363486,0.5404188741093615,0.627146410337222,0.42267899683985094,0.7723180083947287,0.85940666620937,0.16305681637184224
4.0,0.0,308,0.0,0.0,0.0,7860.0,6557.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,70.0,27.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0,112.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4563416924665545,0.1677298847623894,0.9041404925871578,0.9007260451458043,0.7816867355696903,0.4279435849494221,0.07421771104576372,0.022050811139526665,0.4256150270048213
1.0,8.0,309,0.0,0.0,1.0,7860.0,6557.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0,112.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.43958059361010726,0.22265923070110064,0.9292893174328534,0.8586520917314727,0.6909219975436508,0.5592355316071775,0.3320346751528335,0.15581695413282348,0.5927548886631211
1.0,15.0,310,1.0,0.0,1.0,7853.0,6544.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0,112.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5173231342302594,0.2380055265708243,0.9441809754475183,0.5270513208606258,0.3371125274829471,0.3558674902157689,0.4822930572877857,0.02698392677626703,0.2316490180261937
1.0,8.0,311,0.0,0.0,1.0,7839.0,6522.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,129.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,113.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5073120784519576,0.21155460506453605,0.9238205701985932,0.947725507713329,0.3761456466041656,0.9797763679482449,0.002031404859259819,0.2846065017688976,0.2602535207188893
4.0,0.0,312,0.0,0.0,0.0,7832.0,6509.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,129.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,113.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5244291727566066,0.23289078692561596,0.9134297046249283,0.12688721607593895,0.14126909877693242,0.8366623957235295,0.1256837162542054,0.20427682791329446,0.21738978424816283
1.0,7.0,313,1.0,0.0,0.0,7832.0,6509.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,129.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,113.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4889224045689741,0.2001093477144479,0.9076974545063666,0.5799259245653581,0.9689640558479409,0.5468279107155367,0.30287364950077006,0.6105291449290589,0.31506204032021684
4.0,0.0,314,0.0,0.0,0.0,7825.0,6500.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,114.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5094383846563861,0.23228446988343449,0.9114154863551684,0.8954885054161268,0.8745625240924549,0.0010960040473394252,0.497160453670831,0.1225706892949988,0.31778229731997076
1.0,15.0,315,1.0,0.0,1.0,7825.0,6500.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,114.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5228565909131678,0.19788229253529768,0.8829864307686275,0.8772314270181103,0.03217516710724507,0.9674316183184923,0.5053603907550976,0.20043456280129696,0.5978050796253939
1.0,8.0,316,0.0,0.0,1.0,7811.0,6478.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,114.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5340686510362835,0.17377422211040827,0.9296032129525198,0.16512553469053873,0.12523901934803625,0.7269176677177118,0.3922723303832451,0.41345640976031167,0.07926278427067321
1.0,11.0,317,1.0,1.0,0.0,7804.0,6465.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,114.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.43341693780613455,0.2110262652512002,0.8845856036895762,0.415870900425903,0.18310568357084786,0.18145692555634743,0.371526051121806,0.7406509837271431,0.5159777413251982
4.0,0.0,318,0.0,0.0,0.0,7791.0,6444.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,114.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5064271991038715,0.19847397706238046,0.9352724155468308,0.4436039578901126,0.5596501448366118,0.46959561568790215,0.03343592622124321,0.30899114756784557,0.23583202441362236
1.0,15.0,319,1.0,0.0,1.0,7791.0,6444.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,114.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5135345368093026,0.2307338651948723,0.8798353121411494,0.10721222123938479,0.03123152438669619,0.846747002375963,0.17281933327485774,0.16124939953247988,0.037653759655960975
1.0,8.0,320,0.0,0.0,1.0,7777.0,6422.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,114.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.46204567447741984,0.1827697038562502,0.8996354617049184,0.2603275803151136,0.4828615873953704,0.8371717419332423,0.6954848263419441,0.08979103516417838,0.020229397419746217
1.0,19.0,321,1.0,1.0,1.0,7770.0,6409.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,114.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.43012914204855135,0.18196863845391237,0.8983036419805238,0.24287581324229784,0.21492683217959516,0.3310519205877367,0.7604565853266592,0.13544996006349627,0.06714237240444702
1.0,12.0,322,0.0,1.0,1.0,7750.0,6375.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,114.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5615630483287888,0.15811302794188947,0.915713365422286,0.12232292671788353,0.8900123069130168,0.05141292703681391,0.3401734529271053,0.0016466583602528805,0.25981065045535495
1.0,8.0,323,0.0,0.0,1.0,7737.0,6350.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,71.0,28.0,131.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,115.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4934961424977939,0.25385065030936765,0.9253995974760243,0.1973174585779585,0.010593322213912505,0.29775400218444475,0.02162433336195899,0.6747106023189189,0.320451452399016
1.0,8.0,324,0.0,0.0,1.0,7730.0,6337.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,72.0,28.0,132.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,116.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5237808620460913,0.19975230990855525,0.9336162403710013,0.03645385594690935,0.5957887865286133,0.8222872028881716,0.12438803264997769,0.15077055923919433,0.10224105811995578
1.0,15.0,325,1.0,0.0,1.0,7723.0,6324.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,72.0,28.0,132.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,116.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.45436647829387156,0.18457572725010596,0.9248581000572076,0.5688535379777296,0.9861986805515138,0.7849886811300816,0.16240734818775196,0.13101394518919895,0.7446808968474553
1.0,15.0,326,1.0,0.0,1.0,7709.0,6302.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,72.0,28.0,132.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,116.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5634860685272884,0.1770566087415828,0.9260346733366108,0.467280070415016,0.6435066827959888,0.3482211543438322,0.07491224515370047,0.3046507070284623,0.008724136179597592
4.0,0.0,327,0.0,0.0,0.0,7695.0,6280.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,72.0,28.0,132.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,116.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5047917595383895,0.20149941566770188,0.9288337467344087,0.1892604145569062,0.7035143642316721,0.3606940822879426,0.2608024076324981,0.32569562840635,0.36255082318324194
1.0,15.0,328,1.0,0.0,1.0,7695.0,6280.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,72.0,28.0,132.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,116.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5087318694594092,0.166307873934392,0.9262447670054268,0.10384169185265273,0.34317898170788164,0.4619997741798866,0.315882400065878,0.23487715907351656,0.5512202393622272
1.0,15.0,329,1.0,0.0,1.0,7681.0,6258.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,72.0,28.0,133.0,1.0,1.0,1.0,1.0,1.0,1.0,73.0,117.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5556587628724048,0.18899116797325285,0.9333201933455099,0.5461412863164699,0.0044574336897578535,0.5116885184473705,0.5973001611656944,0.6118722405651273,0.5546643180691528
4.0,0.0,330,0.0,0.0,0.0,7667.0,6236.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,73.0,28.0,134.0,1.0,1.0,1.0,1.0,1.0,1.0,73.0,118.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5656542035552717,0.14735373484016492,0.8864286513999877,0.09136096191923332,0.4410537646190942,0.7160092935994992,0.195571888203251,0.3265092655904921,0.1876479625949673
1.0,8.0,331,0.0,0.0,1.0,7667.0,6236.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,73.0,28.0,134.0,1.0,1.0,1.0,1.0,1.0,1.0,73.0,118.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4912415040913695,0.1737937819977375,0.9207393491403456,0.15783367142516572,0.03722948923435547,0.8532695895563592,0.15979017547548693,0.20330948787010586,0.06638813282451281
4.0,0.0,332,0.0,0.0,0.0,7660.0,6223.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,73.0,29.0,134.0,1.0,1.0,1.0,1.0,1.0,1.0,74.0,118.0,13.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5490611509161836,0.22721764453578674,0.9598691687111133,0.8196708712479951,0.9814006399163662,0.6923981614229611,0.07564070488743568,0.33061586288430944,0.005013304714237932
1.0,8.0,333,0.0,0.0,1.0,7660.0,6223.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,73.0,30.0,135.0,1.0,1.0,1.0,1.0,1.0,1.0,75.0,118.0,13.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4147995357551413,0.25065554699498904,0.8575642033065157,0.7353828129025304,0.04842732564206514,0.04548718007019684,0.034819795478719946,0.01008294754143623,0.6986054225283896
4.0,0.0,334,0.0,0.0,0.0,7653.0,6210.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,73.0,30.0,135.0,1.0,1.0,1.0,1.0,1.0,1.0,75.0,118.0,13.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5037002587294005,0.22598244227470185,0.8905510072116758,0.7755915609411159,0.09033248978881536,0.762604409282618,0.5180196475728068,0.04470366612033231,0.40347900295070943
4.0,0.0,335,0.0,0.0,0.0,7653.0,6210.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,73.0,30.0,135.0,1.0,1.0,1.0,1.0,1.0,1.0,75.0,118.0,13.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5144794334931889,0.18805196601890173,0.9132081350269577,0.6377229727318178,0.5894792075981915,0.45210930469805904,0.5300649511369254,0.953949374572684,0.6109701952417941
1.0,12.0,336,0.0,1.0,1.0,7653.0,6210.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,73.0,30.0,136.0,1.0,1.0,1.0,1.0,1.0,1.0,76.0,119.0,13.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5014373307194363,0.16969403798941377,0.9473848995784792,0.15811916587965794,0.47824593952749594,0.8413252963581409,0.05874444520170115,0.7606948463694827,0.1560020525565697
4.0,0.0,337,0.0,0.0,0.0,7640.0,6185.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,73.0,30.0,136.0,1.0,1.0,1.0,1.0,1.0,1.0,76.0,119.0,13.0,1.0,1.0,1.0,2.0,2.0,2.0,0.48908642948749764,0.26817650780620966,0.9100625780174935,0.3800089805704054,0.498934183293651,0.3911178422477395,0.1973668794606782,0.7151137386423817,0.22225133078751116
1.0,15.0,338,1.0,0.0,1.0,7640.0,6185.0,0.5071620182286886,5.493727405299373,9.403000000000002,0.5071620182286886,0.0,0.0,0.4928379817713115,73.0,30.0,136.0,1.0,1.0,1.0,1.0,1.0,1.0,76.0,119.0,13.0,1.0,1.0,1.0,2.0,2.0,2.0,0.47887980771844657,0.23338745509690315,0.9137445762072889,0.7999347460485658,0.6760674836774115,0.905405726439224,0.47011583465793255,0.21269669156158072,0.07261251665980525
